apn_unformatted,primary_number,street_pre_direction,street_name,street_suffix,street_post_direction,secondary_designator,secondary_number,city,state,zip_code,latitude,longitude,county_name,standardized_land_use_type,area_sq_ft,beds_count,baths,total_area_sq_ft
1523069191,24033,SE,127,ST,,,,ISSAQUAH,WA,98027,47.48728,-122.018684,KING,SINGLE FAMILY RESIDENTIAL,37675,3,2,1610
7971800340,3098,S,276,CT,,,,AUBURN,WA,98001,47.354069,-122.293129,KING,SINGLE FAMILY RESIDENTIAL,10297,4,2,4634
00422100004000,5924,,CEMETERY,RD,,,,ARLINGTON,WA,98223,48.177516,-122.150122,SNOHOMISH,SINGLE FAMILY RESIDENTIAL,10019,3,1,1032
31051300300400,8704,,196,ST,NE,,,ARLINGTON,WA,98223,48.173178,-122.114009,SNOHOMISH,SINGLE FAMILY RESIDENTIAL,87120,3,1,1245
9406510050,24616,,214,AVE,SE,,,MAPLE VALLEY,WA,98038,47.381314,-122.055534,KING,SINGLE FAMILY RESIDENTIAL,24059,4,2,2850
00753600004900,12025,,48,DR,SE,,,EVERETT,WA,98208,47.887973,-122.166906,SNOHOMISH,SINGLE FAMILY RESIDENTIAL,9148,3,3,2268
00405700000700,10119,,236,PL,SW,,,EDMONDS,WA,98020,47.784966,-122.368818,SNOHOMISH,SINGLE FAMILY RESIDENTIAL,10019,6,2,1314
6414100372,12538,,14,AVE,NE,,,SEATTLE,WA,98125,47.720579,-122.313666,KING,SINGLE FAMILY RESIDENTIAL,7500,3,1,1770
2695001230,12907,,PARK,AVE,S,,,TACOMA,WA,98444,47.140076,-122.439557,PIERCE,SINGLE FAMILY RESIDENTIAL,7500,4,1.5,1304
00908000000600,8421,,SMUGGLERS COVE,LN,SW,,,MUKILTEO,WA,98275,47.92061,-122.303091,SNOHOMISH,SINGLE FAMILY RESIDENTIAL,14375,4,3,3246
5004500030,302,,LARCHMOUNT,CT,,,,TACOMA,WA,98445,47.180107,-122.427326,PIERCE,SINGLE FAMILY RESIDENTIAL,6152,4,2.5,1418
0399000195,6222,S,119,ST,,,,SEATTLE,WA,98178,47.496593,-122.255472,KING,SINGLE FAMILY RESIDENTIAL,7500,3,1,960
4700002301,503,,TON A WAN DA,AVE,NE,,,TACOMA,WA,98422,47.304852,-122.439571,PIERCE,SINGLE FAMILY RESIDENTIAL,9600,2,1,752
7211400827,10070,,18,AVE,SW,,,SEATTLE,WA,98146,47.511995,-122.357011,KING,SINGLE FAMILY RESIDENTIAL,2867,3,2,1490
2872700050,2621,,J,ST,NE,,,AUBURN,WA,98002,47.330933,-122.216865,KING,DUPLEX,6321,4,2,1600
4235400098,3312 A,W,GOVERNMENT,WAY,,,,SEATTLE,WA,98199,47.660148,-122.400408,KING,TOWNHOUSE,1236,3,1,1420
5530200870,4702,,MILL POND,DR,SE,#,1303,AUBURN,WA,98092,47.266727,-122.217885,KING,CONDOMINIUM UNIT,313588,2,2,1405
01195400001400,12103,,319,AVE,SE,,,SULTAN,WA,98294,47.8892,-121.7909,SNOHOMISH,SINGLE FAMILY RESIDENTIAL,4051,5,2,2231
00515200000400,1257,,8,AVE,S,,,EDMONDS,WA,98020,47.797063,-122.369158,SNOHOMISH,SINGLE FAMILY RESIDENTIAL,9148,3,3,1664
6396000200,8106,NE,125,ST,,,,KIRKLAND,WA,98034,47.712533,-122.233464,KING,SINGLE FAMILY RESIDENTIAL,5164,3,2,1600
6026882570,8400,,31ST STREET,CT,E,,,EDGEWOOD,WA,98371,47.229199,-122.318143,PIERCE,SINGLE FAMILY RESIDENTIAL,5282,4,3.5,2560
3001230020,5605,,122ND STREET,CT,NW,,,GIG HARBOR,WA,98332,47.370512,-122.613179,PIERCE,SINGLE FAMILY RESIDENTIAL,9866,3,2,2013
31053100400800,1507,,140,ST,NE,,,MARYSVILLE,WA,98271,48.123185,-122.210598,SNOHOMISH,SINGLE FAMILY RESIDENTIAL,61855,2,1,1006
6701500140,12345,,ROOSEVELT,WAY,NE,APT,212,SEATTLE,WA,98125,47.718947,-122.318568,KING,CONDOMINIUM UNIT,22055,,1,470
00730300000300,3525,,103,PL,SE,,,EVERETT,WA,98208,47.90406,-122.18446,SNOHOMISH,SINGLE FAMILY RESIDENTIAL,10890,3,2,1884
8000160300,11421,,261,AVE,E,,,BUCKLEY,WA,98321,47.152851,-122.081281,PIERCE,SINGLE FAMILY RESIDENTIAL,25262,4,2.5,2154
27042300211200,20325,,21,PL,W,,,LYNNWOOD,WA,98036,47.81372,-122.26227,SNOHOMISH,SINGLE FAMILY RESIDENTIAL,9579,4,3,2859
3876310480,12814,NE,142,PL,,,,KIRKLAND,WA,98034,47.729937,-122.169056,KING,SINGLE FAMILY RESIDENTIAL,8121,3,1,1300
8665900271,2501,NE,191,ST,,,,LAKE FOREST PARK,WA,98155,47.767254,-122.303079,KING,SINGLE FAMILY RESIDENTIAL,10001,4,2,2590
2423029054,12908,SW,158,ST,,,,VASHON,WA,98070,47.466058,-122.501891,KING,SINGLE FAMILY RESIDENTIAL,181950,3,3,3060
00445300000400,18304,,31,AVE,NE,,,ARLINGTON,WA,98223,48.16237,-122.189239,SNOHOMISH,SINGLE FAMILY RESIDENTIAL,40511,3,2,1430
32041200301200,1005,,300,ST,NW,,,STANWOOD,WA,98292,48.267867,-122.244944,SNOHOMISH,SINGLE FAMILY RESIDENTIAL,20038,3,2,2032
3000130020,5206,W,OLD STUMP,DR,NW,,,GIG HARBOR,WA,98332,47.367692,-122.610777,PIERCE,SINGLE FAMILY RESIDENTIAL,6270,3,2.5,2008
4575000220,902,E,51,ST,,,,TACOMA,WA,98404,47.210579,-122.417969,PIERCE,SINGLE FAMILY RESIDENTIAL,7200,3,1,1036
00958500009500,8421,,179,PL,NE,,,ARLINGTON,WA,98223,48.158745,-122.116768,SNOHOMISH,SINGLE FAMILY RESIDENTIAL,8586,3,2,1365
2564900530,11418,,124,AVE,NE,,,KIRKLAND,WA,98033,47.702654,-122.175102,KING,SINGLE FAMILY RESIDENTIAL,12526,3,1,1200
9145000150,1130,S,59,ST,,,,TACOMA,WA,98408,47.203457,-122.450633,PIERCE,SINGLE FAMILY RESIDENTIAL,6000,3,2.25,1942
01007000000200,2526,,92,PL,SE,,,EVERETT,WA,98208,47.913557,-122.19757,SNOHOMISH,SINGLE FAMILY RESIDENTIAL,7187,3,3,1286
8944150300,1631,,22,ST,NE,,,AUBURN,WA,98002,47.326299,-122.208548,KING,CONDOMINIUM UNIT,94307,3,2,1160
00588100200601,12102,,29,AVE,SE,,,EVERETT,WA,98208,47.887872,-122.195285,SNOHOMISH,SINGLE FAMILY RESIDENTIAL,65776,3,1,1540
3723800252,5711,S,DAWSON,ST,,,,SEATTLE,WA,98118,47.554602,-122.261823,KING,SINGLE FAMILY RESIDENTIAL,7352,3,1,2640
6385110140,1017,S,261,PL,,,,DES MOINES,WA,98198,47.367493,-122.319239,KING,SINGLE FAMILY RESIDENTIAL,6733,4,2,2490
6341000242,12512,,8,AVE,SW,,,SEATTLE,WA,98146,47.490901,-122.344127,KING,SINGLE FAMILY RESIDENTIAL,9094,2,1,1100
1823059287,618,NW,3,CT,,,,RENTON,WA,98057,47.48805,-122.226579,KING,SINGLE FAMILY RESIDENTIAL,4549,3,2,1750
5456000165,4040,,97,AVE,SE,,,MERCER ISLAND,WA,98040,47.573632,-122.210873,KING,SINGLE FAMILY RESIDENTIAL,11690,4,1,1900
00584700003100,5517,,173,PL,SW,,,LYNNWOOD,WA,98037,47.841739,-122.308319,SNOHOMISH,SINGLE FAMILY RESIDENTIAL,8712,3,1,1540
28052700103000,11809,,SEATTLE HILL,RD,,,,SNOHOMISH,WA,98296,47.886638,-122.145299,SNOHOMISH,MOBILE OR MANUFACTURED HOME,416434,,2,1404
00376600001400,6404,,225,PL,SW,,,MOUNTLAKE TERRACE,WA,98043,47.794589,-122.320161,SNOHOMISH,SINGLE FAMILY RESIDENTIAL,7841,3,1,1366
00420100015500,17510,,24,AVE,SE,,,BOTHELL,WA,98012,47.838841,-122.200016,SNOHOMISH,SINGLE FAMILY RESIDENTIAL,7405,4,2,1096
0619000055,20612,,MARINE VIEW,DR,SW,,,NORMANDY PARK,WA,98166,47.418531,-122.338809,KING,SINGLE FAMILY RESIDENTIAL,15210,3,1,1440
4094800290,6043,,78,AVE,SE,,,MERCER ISLAND,WA,98040,47.548082,-122.234648,KING,SINGLE FAMILY RESIDENTIAL,20311,4,2,4400
0925059230,7925,,125,LN,NE,,,KIRKLAND,WA,98033,47.674532,-122.173831,KING,SINGLE FAMILY RESIDENTIAL,8299,4,3,3290
00428100000500,16007,,173,AVE,SE,,,MONROE,WA,98272,47.851939,-121.998459,SNOHOMISH,SINGLE FAMILY RESIDENTIAL,16988,3,2,2144
00832200001600,5128,,70,DR,NE,,,MARYSVILLE,WA,98270,48.042676,-122.13663,SNOHOMISH,SINGLE FAMILY RESIDENTIAL,10019,3,2,1276
2621750330,25702,,174,PL,SE,,,COVINGTON,WA,98042,47.372009,-122.108319,KING,SINGLE FAMILY RESIDENTIAL,8514,4,2,2350
9268851140,340,NE,EAGLE,WAY,,,,ISSAQUAH,WA,98029,47.540909,-122.026883,KING,SINGLE FAMILY RESIDENTIAL,1977,4,2,1750
3317500060,4735,,86,AVE,SE,,,MERCER ISLAND,WA,98040,47.560827,-122.22462,KING,SINGLE FAMILY RESIDENTIAL,9642,4,2,3500
7816310770,22214,,48,AVE,E,,,SPANAWAY,WA,98387,47.054249,-122.366001,PIERCE,SINGLE FAMILY RESIDENTIAL,11040,3,1.5,1548
6188300130,18100,,15,AVE,NE,#,C216,SHORELINE,WA,98155,47.760323,-122.312933,KING,CONDOMINIUM UNIT,60679,2,2,934
3405500010,17125,,161,AVE,NE,,,WOODINVILLE,WA,98072,47.752316,-122.125669,KING,SINGLE FAMILY RESIDENTIAL,37025,4,2,3510
4123400420,18802,SE,42,PL,,,,ISSAQUAH,WA,98027,47.568989,-122.088369,KING,SINGLE FAMILY RESIDENTIAL,9175,3,1,1710
7696300350,8111,NE,142,PL,,,,KIRKLAND,WA,98034,47.729885,-122.232822,KING,SINGLE FAMILY RESIDENTIAL,7215,4,1,1260
6021870210,13012,,97,AVE,E,#,13014,PUYALLUP,WA,98373,47.13763,-122.300106,PIERCE,DUPLEX,19293,6,4,2630
7511400970,12429,NE,130,CT,,APT,G101,KIRKLAND,WA,98034,47.717193,-122.174168,KING,CONDOMINIUM UNIT,340639,2,1,853
8857300210,265,,169,AVE,NE,,,BELLEVUE,WA,98008,47.612677,-122.116017,KING,TOWNHOUSE,919,3,1,1600
7861300030,13714,SE,200,ST,,,,KENT,WA,98042,47.423379,-122.158066,KING,SINGLE FAMILY RESIDENTIAL,9781,3,1,1620
00546400004200,132,,234,ST,SW,,,BOTHELL,WA,98021,47.785842,-122.235392,SNOHOMISH,SINGLE FAMILY RESIDENTIAL,12197,3,1,1292
5640000183,8202,,LOCUST,AVE,E,,,BONNEY LAKE,WA,98391,47.182619,-122.179969,PIERCE,SINGLE FAMILY RESIDENTIAL,9600,3,1,1850
7570100160,29111,,213,AVE,SE,,,KENT,WA,98042,47.340141,-122.059025,KING,SINGLE FAMILY RESIDENTIAL,9471,3,1,1570
0236500130,18954,,34,AVE,S,,,SEATAC,WA,98188,47.431989,-122.29002,KING,SINGLE FAMILY RESIDENTIAL,9308,3,1,1900
9187800110,200,,26,AVE,S,,,SEATTLE,WA,98144,47.600643,-122.298426,KING,CONDOMINIUM UNIT,20015,3,2,1328
3992700345,3940,NE,115,ST,,,,SEATTLE,WA,98125,47.712112,-122.285795,KING,SINGLE FAMILY RESIDENTIAL,6000,3,1,1100
7685001550,2122,S,J,ST,,,,TACOMA,WA,98405,47.240984,-122.448179,PIERCE,SINGLE FAMILY RESIDENTIAL,6500,3,1,1808
01009900001900,18833,,35,DR,SE,,,BOTHELL,WA,98012,47.826229,-122.184723,SNOHOMISH,SINGLE FAMILY RESIDENTIAL,5998,4,2,3088
4161000700,3834,,175,AVE,NE,APT,B401,REDMOND,WA,98052,47.644708,-122.104646,KING,CONDOMINIUM UNIT,201117,2,1,914
6025491930,18827,,110TH AVENUE,CT,E,,,PUYALLUP,WA,98374,47.08523,-122.277084,PIERCE,SINGLE FAMILY RESIDENTIAL,5844,4,2.5,3007
9839301155,918,,30,AVE,,,,SEATTLE,WA,98122,47.610974,-122.293426,KING,SINGLE FAMILY RESIDENTIAL,4400,4,1,1060
6025800040,19209,,87TH AVENUE,CT,E,,,GRAHAM,WA,98338,47.08162,-122.313157,PIERCE,SINGLE FAMILY RESIDENTIAL,4198,4,2.25,2046
5945620040,3104,N,NARROWS,DR,,,,TACOMA,WA,98407,47.275169,-122.524529,PIERCE,SINGLE FAMILY RESIDENTIAL,8358,4,2.5,1384
01032600820200,15415,,35,AVE,W,APT,H202,LYNNWOOD,WA,98087,47.85879,-122.27804,SNOHOMISH,CONDOMINIUM UNIT,,1,1,740
0710000080,321,,124,PL,NE,,,BELLEVUE,WA,98005,47.613995,-122.17459,KING,SINGLE FAMILY RESIDENTIAL,11466,3,1,1440
00839300700600,115,,124,ST,SE,APT,G6,EVERETT,WA,98208,47.886559,-122.231364,SNOHOMISH,CONDOMINIUM UNIT,,2,1,930
9005340320,6122,,ISAAC,AVE,SE,#,B-23,AUBURN,WA,98092,47.252225,-122.215177,PIERCE,CONDOMINIUM UNIT,2550,,,1148
3223200085,11522,,1,AVE,NW,,,SEATTLE,WA,98177,47.71305,-122.357813,KING,SINGLE FAMILY RESIDENTIAL,6250,3,1,1580
2485000165,4218,SW,DONOVAN,ST,,,,SEATTLE,WA,98136,47.525643,-122.385342,KING,SINGLE FAMILY RESIDENTIAL,9900,4,1,2300
0293810400,5113,NE,8,CT,,,,RENTON,WA,98059,47.496858,-122.150518,KING,SINGLE FAMILY RESIDENTIAL,5207,4,2,3070
00590900012300,6005,,60,PL,NE,,,MARYSVILLE,WA,98270,48.049959,-122.150046,SNOHOMISH,SINGLE FAMILY RESIDENTIAL,8276,3,1,936
00948700000800,17109,,54,PL,W,,,LYNNWOOD,WA,98037,47.843579,-122.306538,SNOHOMISH,SINGLE FAMILY RESIDENTIAL,9505,5,3,2475
00756200000500,12510,,56,AVE,NE,,,MARYSVILLE,WA,98271,48.108689,-122.155028,SNOHOMISH,SINGLE FAMILY RESIDENTIAL,43560,4,2,2802
8576020560,32843,,MADRONA,AVE,SE,,,BLACK DIAMOND,WA,98010,47.307687,-122.032911,KING,DUPLEX,2875,3,2,2300
3000120180,7612,,71,AVE,NW,,,GIG HARBOR,WA,98335,47.326763,-122.633594,PIERCE,SINGLE FAMILY RESIDENTIAL,13637,3,2,1682
00407200000100,4309,,219,ST,SW,,,MOUNTLAKE TERRACE,WA,98043,47.80073,-122.29202,SNOHOMISH,SINGLE FAMILY RESIDENTIAL,10019,3,1,1327
2892400090,11021,SE,313,ST,,,,AUBURN,WA,98092,47.321147,-122.193918,KING,SINGLE FAMILY RESIDENTIAL,20313,3,1,1710
1118001680,1503,,SHENANDOAH,DR,E,,,SEATTLE,WA,98112,47.632056,-122.289651,KING,SINGLE FAMILY RESIDENTIAL,6840,3,2,3030
28071000100600,25411,,74,PL,SE,,,MONROE,WA,98272,47.929418,-121.890988,SNOHOMISH,SINGLE FAMILY RESIDENTIAL,53579,3,2,2056
1233100705,12627,NE,90,ST,,,,KIRKLAND,WA,98033,47.682173,-122.171761,KING,SINGLE FAMILY RESIDENTIAL,7364,5,2,3020
1531000030,28844,,237,PL,SE,,,BLACK DIAMOND,WA,98010,47.342008,-122.025498,KING,SINGLE FAMILY RESIDENTIAL,39683,4,2,3450
5425700210,2625,,82,AVE,NE,,,MEDINA,WA,98039,47.633975,-122.232092,KING,SINGLE FAMILY RESIDENTIAL,16355,4,2,2980
4003320250,7188,,TEAL,LOOP,,,,GIG HARBOR,WA,98335,47.322518,-122.598248,PIERCE,SINGLE FAMILY RESIDENTIAL,7561,4,2.5,3166
00373700500703,16723,,LARCH,WAY,,,,LYNNWOOD,WA,98037,47.846338,-122.246235,SNOHOMISH,SINGLE FAMILY RESIDENTIAL,14375,2,1,1028
2513500005,4235,,INTERLAKE,AVE,N,,,SEATTLE,WA,98103,47.659036,-122.341099,KING,SINGLE FAMILY RESIDENTIAL,4000,4,2,2500
2807100065,18526,,DENSMORE,AVE,N,,,SHORELINE,WA,98133,47.764039,-122.338736,KING,SINGLE FAMILY RESIDENTIAL,10788,3,1,1110
4167950200,31735,,14,WAY,SW,,,FEDERAL WAY,WA,98023,47.317842,-122.353852,KING,SINGLE FAMILY RESIDENTIAL,6263,3,2,1160
0662480730,118,,107,AVE,NE,UNIT,B107,BELLEVUE,WA,98004,47.610728,-122.196893,KING,CONDOMINIUM UNIT,39618,1,1,703
9553200068,9508,,32,AVE,NE,,,SEATTLE,WA,98115,47.697791,-122.292912,KING,SINGLE FAMILY RESIDENTIAL,8398,3,2,3000
7525530370,4735,,225,AVE,SE,,,SAMMAMISH,WA,98075,47.560178,-122.041413,KING,SINGLE FAMILY RESIDENTIAL,12565,4,2,4240
7589700034,8030,,14,AVE,NW,,,SEATTLE,WA,98117,47.68781,-122.373725,KING,SINGLE FAMILY RESIDENTIAL,5289,2,1,1860
00885500001000,3303,,114,ST,SE,,,EVERETT,WA,98208,47.894503,-122.186994,SNOHOMISH,SINGLE FAMILY RESIDENTIAL,18295,3,3,3644
1773101157,5204 A,,DELRIDGE,WAY,SW,,,SEATTLE,WA,98106,47.554837,-122.362448,KING,TOWNHOUSE,1094,3,1,1070
4040800170,1255,,169,AVE,NE,,,BELLEVUE,WA,98008,47.621652,-122.115148,KING,SINGLE FAMILY RESIDENTIAL,7860,3,1,1300
1723049122,13003,,12,AVE,S,,,BURIEN,WA,98168,47.486569,-122.318412,KING,SINGLE FAMILY RESIDENTIAL,14833,3,1,1390
6520000264,6128,,HAWTHORNE,TER,NE,,,TACOMA,WA,98422,47.313274,-122.428764,PIERCE,SINGLE FAMILY RESIDENTIAL,9000,4,3.75,2160
1703050490,2201,,238,PL,NE,,,SAMMAMISH,WA,98074,47.629759,-122.01895,KING,SINGLE FAMILY RESIDENTIAL,6123,4,2,2380
00728100014900,6117,,142,ST,SE,,,EVERETT,WA,98208,47.869097,-122.149955,SNOHOMISH,SINGLE FAMILY RESIDENTIAL,7841,2,2,996
2557000800,2624,SW,337,ST,,,,FEDERAL WAY,WA,98023,47.299009,-122.3674,KING,SINGLE FAMILY RESIDENTIAL,10000,3,1,1880
2460700130,15818,,130,PL,SE,,,RENTON,WA,98058,47.461045,-122.165629,KING,SINGLE FAMILY RESIDENTIAL,6327,3,2,1520
9839301145,910,,30,AVE,,,,SEATTLE,WA,98122,47.610751,-122.293432,KING,SINGLE FAMILY RESIDENTIAL,4400,3,1,2010
00921600002100,8402,,6,PL,SE,,,LAKE STEVENS,WA,98258,47.990076,-122.117679,SNOHOMISH,SINGLE FAMILY RESIDENTIAL,3485,3,2,1580
0319014113,5024,,104,ST,E,,,TACOMA,WA,98446,47.161162,-122.361234,PIERCE,SINGLE FAMILY RESIDENTIAL,22651,3,2.5,2082
6053500160,4608,,62,AVE,W,,,UNIVERSITY PLACE,WA,98466,47.215257,-122.520947,PIERCE,SINGLE FAMILY RESIDENTIAL,9375,5,2,2784
00897900004000,1323,,195,ST,SW,,,LYNNWOOD,WA,98036,47.822874,-122.251436,SNOHOMISH,SINGLE FAMILY RESIDENTIAL,6098,3,2,2247
00649000001900,17606,,7,AVE,W,,,BOTHELL,WA,98012,47.838549,-122.243417,SNOHOMISH,SINGLE FAMILY RESIDENTIAL,31363,4,2,2721
01025000000800,4024,,221,PL,SE,,,BOTHELL,WA,98021,47.796616,-122.178708,SNOHOMISH,SINGLE FAMILY RESIDENTIAL,6360,4,2,2921
2539020210,55,,WILLIAMS,AVE,S,APT,302,RENTON,WA,98057,47.484266,-122.207318,KING,CONDOMINIUM UNIT,31099,2,2,1626
8910001290,2820,N,CARR,ST,,,,TACOMA,WA,98403,47.273633,-122.4673,PIERCE,SINGLE FAMILY RESIDENTIAL,6000,2,1,1267
7547301310,3847,,19,AVE,SW,,,SEATTLE,WA,98106,47.568762,-122.358336,KING,SINGLE FAMILY RESIDENTIAL,5000,2,1,740
7972604412,9412,,8,AVE,SW,,,SEATTLE,WA,98106,47.518642,-122.345047,KING,SINGLE FAMILY RESIDENTIAL,8052,3,1,1420
1431800070,12143,SE,160,ST,,,,RENTON,WA,98058,47.459937,-122.177712,KING,SINGLE FAMILY RESIDENTIAL,12960,4,2,2530
3636000080,923,,15,AVE,,APT,8,SEATTLE,WA,98122,47.611047,-122.313212,KING,CONDOMINIUM UNIT,7680,1,1,840
00375000008901,110,,140,ST,SE,,,EVERETT,WA,98208,47.870354,-122.231623,SNOHOMISH,SINGLE FAMILY RESIDENTIAL,24829,3,1,1024
6025531430,7908,,155TH STREET,CT,E,,,PUYALLUP,WA,98375,47.114911,-122.324147,PIERCE,SINGLE FAMILY RESIDENTIAL,5112,3,2.5,1986
00697000001500,10409,,10,DR,SE,,,EVERETT,WA,98208,47.903175,-122.217933,SNOHOMISH,SINGLE FAMILY RESIDENTIAL,10890,3,2,1142
6025360560,20612,,95TH AVENUE,CT,E,,,GRAHAM,WA,98338,47.068634,-122.303333,PIERCE,SINGLE FAMILY RESIDENTIAL,5400,4,2.5,2958
8669201240,7711,NE,175,ST,,UNIT,E110,KENMORE,WA,98028,47.755434,-122.238427,KING,CONDOMINIUM UNIT,210395,2,2,1003
0724069073,28000,E,LAKE SAMMAMISH,PL,SE,,,SAMMAMISH,WA,98075,47.584843,-122.081669,KING,SINGLE FAMILY RESIDENTIAL,12319,4,2,3660
00393300008800,404,,MORGAN,RD,,,,EVERETT,WA,98203,47.933294,-122.227004,SNOHOMISH,SINGLE FAMILY RESIDENTIAL,10454,2,1,912
7889600485,12211,,2,PL,SW,,,BURIEN,WA,98146,47.494232,-122.336254,KING,SINGLE FAMILY RESIDENTIAL,3000,3,2,1510
6430490880,7324,,100,AVE,SW,,,LAKEWOOD,WA,98498,47.190026,-122.571905,PIERCE,SINGLE FAMILY RESIDENTIAL,8881,4,2.25,1596
4022900104,20353,,42,AVE,NE,,,LAKE FOREST PARK,WA,98155,47.777029,-122.284542,KING,SINGLE FAMILY RESIDENTIAL,8150,3,1,2710
7390400123,7204,S,LANGSTON,RD,,,,SEATTLE,WA,98178,47.486177,-122.243379,KING,SINGLE FAMILY RESIDENTIAL,33478,3,1,1820
4720000140,4922,N,ISLAND,DR,E,,,BONNEY LAKE,WA,98391,47.20556,-122.154714,PIERCE,SINGLE FAMILY RESIDENTIAL,13040,4,3.75,1916
9238430150,20019,,164,AVE,NE,,,WOODINVILLE,WA,98072,47.77354,-122.121502,KING,SINGLE FAMILY RESIDENTIAL,29893,3,2,2260
7202261290,10124,,224,AVE,NE,,,REDMOND,WA,98053,47.689128,-122.041144,KING,SINGLE FAMILY RESIDENTIAL,5214,3,2,2760
0022145003,15409,,WRIGHT BLISS,RD,NW,,,WAUNA,WA,98329,47.398659,-122.763418,PIERCE,SINGLE FAMILY RESIDENTIAL,69696,3,3,2264
5000980150,3906,,45,AVE,NE,,,TACOMA,WA,98422,47.29224,-122.387836,PIERCE,SINGLE FAMILY RESIDENTIAL,6370,4,2.5,2536
0023000040,302,,5,AVE,,UNIT,201,KIRKLAND,WA,98033,47.679138,-122.203468,KING,CONDOMINIUM UNIT,12825,2,2,2529
00471800003500,5626,,HIGHLAND,RD,,,,EVERETT,WA,98203,47.946746,-122.231003,SNOHOMISH,SINGLE FAMILY RESIDENTIAL,,3,1,1264
1634600020,3621,S,STAR LAKE,RD,,,,AUBURN,WA,98001,47.352396,-122.286983,KING,SINGLE FAMILY RESIDENTIAL,8775,3,1,1960
3368900042,2307,N,180,ST,,,,SHORELINE,WA,98133,47.759345,-122.331872,KING,SINGLE FAMILY RESIDENTIAL,13500,4,1,2130
0320267000,7714,,WALLER,RD,E,,,TACOMA,WA,98443,47.186742,-122.390029,PIERCE,SINGLE FAMILY RESIDENTIAL,98881,2,1.75,1088
0320326015,1417,S,81,ST,,,,TACOMA,WA,98408,47.183928,-122.453428,PIERCE,SINGLE FAMILY RESIDENTIAL,6098,4,2.75,1888
00438037002200,1818,,HOYT,AVE,,,,EVERETT,WA,98201,47.993085,-122.210089,SNOHOMISH,DUPLEX,6098,3,2,1742
6163901872,16756,,5,AVE,NE,,,SHORELINE,WA,98155,47.752058,-122.323611,KING,SINGLE FAMILY RESIDENTIAL,8064,3,1,1390
00704600000800,5718,,105,PL,SW,,,MUKILTEO,WA,98275,47.902982,-122.309416,SNOHOMISH,SINGLE FAMILY RESIDENTIAL,17424,4,3,2102
0065000210,6528,,37,AVE,SW,,,SEATTLE,WA,98126,47.543899,-122.378773,KING,SINGLE FAMILY RESIDENTIAL,6417,2,1,1240
9220200090,649,S,MEYERS,ST,,,,TACOMA,WA,98465,47.253749,-122.533648,PIERCE,SINGLE FAMILY RESIDENTIAL,8360,4,1.75,912
3000870110,2219,,WALLACE,LOOP,,,,DUPONT,WA,98327,47.097271,-122.654799,PIERCE,SINGLE FAMILY RESIDENTIAL,6821,4,2.5,2527
0420241146,1212,,ZEHNDER,ST,,,,SUMNER,WA,98390,47.20729,-122.239592,PIERCE,SINGLE FAMILY RESIDENTIAL,7405,2,1.5,910
0848500010,310,S,312,ST,,,,FEDERAL WAY,WA,98003,47.322746,-122.330833,KING,SINGLE FAMILY RESIDENTIAL,12180,4,3,3383
6610000735,4421,,1,AVE,NW,,,SEATTLE,WA,98107,47.660503,-122.357581,KING,SINGLE FAMILY RESIDENTIAL,5500,2,1,2180
1102001158,5525,S,MORGAN,ST,,,,SEATTLE,WA,98118,47.543866,-122.263179,KING,SINGLE FAMILY RESIDENTIAL,9256,3,1,3230
2966800065,15223,,22,AVE,SW,,,BURIEN,WA,98166,47.466045,-122.362311,KING,SINGLE FAMILY RESIDENTIAL,6867,1,1,670
4154304315,4525,,50,AVE,S,,,SEATTLE,WA,98118,47.562134,-122.271091,KING,SINGLE FAMILY RESIDENTIAL,4800,2,1,770
6022970290,10413,,248TH STREET,CT,E,,,GRAHAM,WA,98338,47.030969,-122.292289,PIERCE,SINGLE FAMILY RESIDENTIAL,16631,5,3,2390
00490900005500,2125,,FREESTAD,RD,,,,ARLINGTON,WA,98223,48.149003,-122.2615,SNOHOMISH,SINGLE FAMILY RESIDENTIAL,89734,3,2,1662
2641800105,127,SW,114,ST,,,,SEATTLE,WA,98146,47.501022,-122.335227,KING,SINGLE FAMILY RESIDENTIAL,8581,2,1,1100
2025700150,22922,SE,283,ST,,,,MAPLE VALLEY,WA,98038,47.348376,-122.036437,KING,SINGLE FAMILY RESIDENTIAL,6000,4,1,1800
0418092010,21320,,92,AVE,E,,,GRAHAM,WA,98338,47.06278,-122.308603,PIERCE,SINGLE FAMILY RESIDENTIAL,99012,4,2.25,2016
1839920010,13821,,121,AVE,NE,,,KIRKLAND,WA,98034,47.724798,-122.179217,KING,SINGLE FAMILY RESIDENTIAL,7200,3,2,1280
3001020550,1532,,SINCLAIR,DR,,,,DUPONT,WA,98327,47.093931,-122.682939,PIERCE,SINGLE FAMILY RESIDENTIAL,5912,3,2.5,2452
00675700001200,7624,,129,DR,SE,,,SNOHOMISH,WA,98290,47.926832,-122.059255,SNOHOMISH,SINGLE FAMILY RESIDENTIAL,30492,3,2,3143
5415350340,14342,SE,77,PL,,,,NEWCASTLE,WA,98059,47.532728,-122.14762,KING,SINGLE FAMILY RESIDENTIAL,19549,4,2,2700
00629600011000,32424,,80,DR,NW,,,STANWOOD,WA,98292,48.290997,-122.342787,SNOHOMISH,MOBILE OR MANUFACTURED HOME,21344,3,2,1912
